source,source_lower,target,target_lower,weight,context_level,chapters,num_chapters
Говорят,говорят,Пьеру,пьер,1,sentence,1,1
Австрийского,австрийского,Английского,английского,1,sentence,1,1
Австрийского,австрийского,Багратиона,багратион,1,sentence,1,1
Аустерлицком,аустерлицк,Москвы,москв,1,sentence,1,1
Валуев,валу,Юрий Владимирович Долгорукий,юрий владимирович долгорукий,1,sentence,1,1
Вяземский,вяземский,Юрий Владимирович Долгорукий,юрий владимирович долгорукий,1,sentence,1,1
Растопчин,растопч,Юрий Владимирович Долгорукий,юрий владимирович долгорукий,1,sentence,1,1
Английском,английск,Юрий Владимирович Долгорукий,юрий владимирович долгорукий,1,sentence,1,1
Люди,люд,Юрий Владимирович Долгорукий,юрий владимирович долгорукий,1,sentence,1,1
Илья Андреич Ростов,иль андреич рост,Юрий Владимирович Долгорукий,юрий владимирович долгорукий,1,sentence,1,1
Марков,марк,Юрий Владимирович Долгорукий,юрий владимирович долгорукий,1,sentence,1,1
Валуев,валу,Вяземский,вяземский,1,sentence,1,1
Английском,английск,Валуев,валу,1,sentence,1,1
Валуев,валу,Люди,люд,1,sentence,1,1
Валуев,валу,Илья Андреич Ростов,иль андреич рост,1,sentence,1,1
Валуев,валу,Марков,марк,1,sentence,1,1
Вяземский,вяземский,Растопчин,растопч,1,sentence,1,1
Английском,английск,Вяземский,вяземский,1,sentence,1,1
Вяземский,вяземский,Люди,люд,1,sentence,1,1
Вяземский,вяземский,Илья Андреич Ростов,иль андреич рост,1,sentence,1,1
Вяземский,вяземский,Марков,марк,1,sentence,1,1
Английском,английск,Растопчин,растопч,1,sentence,1,1
Люди,люд,Растопчин,растопч,1,sentence,1,1
Илья Андреич Ростов,иль андреич рост,Растопчин,растопч,1,sentence,1,1
Марков,марк,Растопчин,растопч,1,sentence,1,1
Английском,английск,Люди,люд,1,sentence,1,1
Английском,английск,Марков,марк,1,sentence,1,1
Илья Андреич Ростов,иль андреич рост,Люди,люд,1,sentence,1,1
Люди,люд,Марков,марк,1,sentence,1,1
Илья Андреич Ростов,иль андреич рост,Марков,марк,1,sentence,1,1
Кутузова,кутуз,Ланжерона,ланжерон,1,sentence,1,1
Ланжерона,ланжерон,Пршебышевского,пршебышевского,1,sentence,1,1
Кутузова,кутуз,Пршебышевского,пршебышевского,1,sentence,1,1
Багратиона,багратион,Шенграбенским,шенграбенским,1,sentence,1,1
Аустерлица,аустерлиц,Багратиона,багратион,1,sentence,1,1
Аустерлица,аустерлиц,Шенграбенским,шенграбенским,1,sentence,1,1
Багратиона,багратион,Москвы,москв,1,sentence,1,1
Итальянского,итальянского,Суворова,сувор,1,sentence,1,1
Вольтера,вольтер,Ежели,ежел,1,sentence,1,1
Багратиона,багратион,Вольтера,вольтер,1,sentence,1,1
Вольтера,вольтер,Шиншин,шинш,1,sentence,1,1
Багратиона,багратион,Ежели,ежел,1,sentence,1,1
Ежели,ежел,Шиншин,шинш,1,sentence,1,1
Багратиона,багратион,Шиншин,шинш,1,sentence,1,1
Немцами,немцам,Растопчин,растопч,1,sentence,1,1
Москвы,москв,Растопчин,растопч,1,sentence,1,1
Долгорукова,долгорук,Растопчин,растопч,1,sentence,1,1
Москвы,москв,Немцами,немцам,1,sentence,1,1
Долгорукова,долгорук,Немцами,немцам,1,sentence,1,1
Долгорукова,долгорук,Москвы,москв,1,sentence,1,1
Нарышкина,нарышк,Растопчин,растопч,1,sentence,2,1
Аустерлица,аустерлиц,Петербурге,петербург,1,sentence,2,1
Аустерлица,аустерлиц,Уваров,увар,1,sentence,2,1
Петербурге,петербург,Уваров,увар,1,sentence,2,1
Нарышкина,нарышк,Суворова,сувор,1,sentence,2,1
Кутузова,кутуз,Суворова,сувор,1,sentence,2,1
Долоховым,долоховым,Молодой Ростов,молод рост,1,sentence,2,1
Георгиевскою,георгиевско,Ростов,рост,1,sentence,2,1
Аустерлицкого,аустерлицкого,Ростов,рост,1,sentence,2,1
Аустерлицкого,аустерлицкого,Георгиевскою,георгиевско,1,sentence,2,1
Курским,курским,Шенграбене,шенграбен,1,sentence,2,1
Багратиона,багратион,Ну,ну,1,sentence,2,1
Александра,александр,Славь,славь,1,sentence,2,1
Багратиона,багратион,Гром,гр,1,sentence,2,1
Гром,гр,Росс,росс,1,sentence,2,1
Гром,гр,Илья Андреич,иль андреич,1,sentence,2,1
Багратиона,багратион,Росс,росс,1,sentence,2,1
Багратиона,багратион,Илья Андреич,иль андреич,1,sentence,2,1
Илья Андреич,иль андреич,Росс,росс,1,sentence,2,1
Александра,александр,Нарышкина,нарышк,1,sentence,2,1
Александра,александр,Багратиона,багратион,1,sentence,2,1
Александра,александр,Беклешова,беклеш,1,sentence,2,1
Багратиона,багратион,Нарышкина,нарышк,1,sentence,2,1
Багратиона,багратион,Беклешова,беклеш,1,sentence,2,1
Денисовым,денисовым,Николай Ростов,николай рост,1,sentence,2,1
Долоховым,долоховым,Николай Ростов,николай рост,1,sentence,2,1
Багратиона,багратион,Шенграбенском,шенграбенск,1,sentence,2,1
Выпив,выпив,Многие,многи,1,sentence,2,1
Граф Илья Андреич,граф иль андреич,Петра Ивановича Багратиона,петр иванович багратион,1,sentence,2,1
Апраксина,апракс,Беклешова,беклеш,1,sentence,2,1
Апраксина,апракс,Валуев,валу,1,sentence,2,1
Апраксина,апракс,Нарышкина,нарышк,1,sentence,2,1
Апраксина,апракс,Долгорукова,долгорук,1,sentence,2,1
Апраксина,апракс,Уваров,увар,1,sentence,2,1
Апраксина,апракс,Илья Андреич,иль андреич,1,sentence,2,1
Беклешова,беклеш,Валуев,валу,1,sentence,2,1
Беклешова,беклеш,Долгорукова,долгорук,1,sentence,2,1
Беклешова,беклеш,Уваров,увар,1,sentence,2,1
Беклешова,беклеш,Илья Андреич,иль андреич,1,sentence,2,1
Валуев,валу,Долгорукова,долгорук,1,sentence,2,1
